,particle_id,vx,vy,vz,px,py,pz,q,nhits,p,pt,eta,phi
0,4503668346847232,-0.0194376,0.0157281,3.64945,-1.52188,7.04111,2.86279,1,12,7.751704,7.203704,0.38762513,1.7836639
1,4503737066323968,-0.0194376,0.0157281,3.64945,0.0621221,0.264082,0.376571,1,12,0.46411657,0.27129036,1.1310302,1.3397589
2,4503805785800704,-0.0194376,0.0157281,3.64945,-1.36131,2.97861,-0.644541,-1,11,3.337771,3.2749476,-0.1955607,1.9994799
3,4504286822137856,-0.0194376,0.0157281,3.64945,-3.76889,4.06766,-4.29739,1,11,7.0155506,5.5453033,-0.7129959,2.3180878
4,4504355541614592,-0.0194376,0.0157281,3.64945,0.259623,0.169081,-0.416145,-1,9,0.51881516,0.30982652,-1.1044912,0.5772576
5,4504424261091328,-0.0194376,0.0157281,3.64945,-2.39225,1.95641,-2.99155,-1,11,4.301136,3.0903723,-0.8585804,2.456085
6,4504492980568064,-0.0194376,0.0157281,3.64945,5.7649,-5.05629,-12.9588,-1,10,15.057578,7.668125,-1.295717,5.5631776
7,4504561700044800,-0.0194376,0.0157281,3.64945,0.49764,-0.271055,-0.805281,-1,4,0.9846796,0.5666714,-1.1501694,5.7844353
8,4504630419521536,-0.0194376,0.0157281,3.64945,6.55866,-6.61026,-15.98,1,13,18.495188,9.311904,-1.308946,5.493869
9,4504699138998272,-0.0194376,0.0157281,3.64945,11.118,-10.6052,-27.2414,-1,11,31.275774,15.364902,-1.3372346,5.521389
10,4504767858475008,-0.0194376,0.0157281,3.64945,-0.410127,-0.398116,0.49475,1,14,0.75596166,0.5715772,0.78306854,3.9121313
11,4504836577951744,-0.0194376,0.0157281,3.64945,-0.638216,0.216205,0.0896274,-1,12,0.67977744,0.67384297,0.13262025,2.814962
12,4504905297428480,-0.0194376,0.0157281,3.64945,-0.276972,0.38853,-0.254435,-1,11,0.540746,0.47714677,-0.5107456,2.1901088
13,4504974016905216,-0.0194376,0.0157281,3.64945,-0.894852,-0.670117,0.0261697,-1,10,1.1182584,1.1179521,0.023406468,3.7843626
14,4505042736381952,-0.0194376,0.0157281,3.64945,-0.956949,0.182712,0.391488,1,12,1.0499514,0.97423565,0.39174423,2.9529314
15,4505111455858688,-0.0194376,0.0157281,3.64945,0.0935028,0.120409,2.20569,-1,8,2.210952,0.15245032,3.3663027,0.9105228
16,4505180175335424,-0.0194376,0.0157281,3.64945,-0.0366268,-0.276409,1.734,1,14,1.7562743,0.27882513,2.5271497,4.5806475
17,4505248894812160,-0.0194376,0.0157281,3.64945,-0.186301,-0.00601131,-0.358184,-1,10,0.4037821,0.18639795,-1.408018,3.1738484
18,4505317614288896,-0.0194376,0.0157281,3.64945,-0.074299,-0.616546,-0.917687,1,12,1.1080608,0.62100667,-1.1823522,4.592459
19,4505386333765632,-0.0194376,0.0157281,3.64945,0.17944,-0.371697,-1.66831,-1,7,1.7186087,0.41274372,-2.1048489,5.162149
20,4506004809056256,-0.0194376,0.0157281,3.64945,-0.281055,2.08095,1.4272,1,1,2.5389454,2.099844,0.6359317,1.7050449
21,4506142248009728,-0.0194376,0.0157281,3.64945,0.150942,0.154293,0.00723786,-1,11,0.21596806,0.21584673,0.033526123,0.79637617
22,4506210967486464,-0.0194376,0.0157281,3.64945,0.167634,0.485878,0.267732,1,11,0.57953346,0.5139831,0.4998237,1.2385715
23,4506279686963200,-0.0194376,0.0157281,3.64945,5.74674,-17.5664,-197.068,-1,11,197.9328,18.482517,-3.0620677,5.0285587
24,4506348406439936,-0.0194376,0.0157281,3.64945,7.66874,-25.8012,-282.493,1,7,283.77246,26.916752,-3.0463147,5.0012975
25,4506417125916672,-0.0194376,0.0157281,3.64945,0.13249,0.294523,-3.77075,-1,10,3.7845545,0.32295108,-3.1525085,1.1480705
26,4506554564870144,-0.0194376,0.0157281,3.64945,2.26709,-0.674206,-6.94448,1,17,7.336215,2.365217,-1.7980392,5.9941263
27,4506623284346880,-0.0194376,0.0157281,3.64945,0.884352,0.00804724,-6.73766,1,13,6.7954545,0.8843886,-2.728001,0.009099337
28,4506692003823616,-0.0194376,0.0157281,3.64945,0.0745888,0.48695,-0.254198,-1,13,0.55434686,0.49262947,-0.49547884,1.4188023
29,4506760723300352,-0.0194376,0.0157281,3.64945,-0.377607,2.2599,1.05285,1,11,2.5215528,2.2912302,0.44470927,1.736357
30,4506829442777088,-0.0194376,0.0157281,3.64945,-1.84131,4.28366,2.20443,-1,13,5.1574874,4.662635,0.45673972,1.9767636
31,4506898162253824,-0.0194376,0.0157281,3.64945,-1.43654,2.13552,-0.0883727,-1,16,2.575248,2.5737314,-0.034329668,2.1629565
32,4507516637544448,-0.0194376,0.0157281,3.64945,-1.80701,5.2735,-4.43934,-1,11,7.1262074,5.5745034,-0.7298274,1.900916
33,4507585357021184,-0.0194376,0.0157281,3.64945,-0.774473,0.81064,-1.43691,1,13,1.8225411,1.1211358,-1.0672164,2.333382
34,4507654076497920,-0.0194376,0.0157281,3.64945,-0.218894,0.161817,-0.237886,1,13,0.36150944,0.27221194,-0.7893406,2.5050082
35,4507722795974656,-0.0194376,0.0157281,3.64945,-8.62836,-2.09582,-2.89835,1,13,9.340315,8.879249,-0.3208833,3.379877
36,4507791515451392,-0.0194376,0.0157281,3.64945,-2.95911,-0.453341,-1.21867,-1,11,3.232183,2.993635,-0.3966074,3.2936127
37,4507928954404864,-0.0194376,0.0157281,3.64945,31.1671,14.2353,-85.2148,1,12,91.84549,34.26415,-1.6423906,0.4284458
38,4507997673881600,-0.0194376,0.0157281,3.64945,7.46746,3.76339,-20.9931,-1,12,22.597263,8.362181,-1.6511166,0.4668201
39,4508066393358336,-0.0194376,0.0157281,3.64945,2.27282,0.543567,-6.42091,-1,14,6.832954,2.336916,-1.735457,0.23475032
40,4508135112835072,-0.0194376,0.0157281,3.64945,3.77673,0.653132,-9.70733,1,12,10.436595,3.832789,-1.6593103,0.17124215
41,4508203832311808,-0.0194376,0.0157281,3.64945,0.634488,0.0254424,-1.70919,1,16,1.8233356,0.6349979,-1.7161467,0.04007763
42,4508272551788544,-0.0194376,0.0157281,3.64945,5.37923,0.0252066,-10.4277,-1,2,11.733442,5.379289,-1.4157842,0.004685878
43,4508341271265280,-0.0194376,0.0157281,3.64945,0.75697,0.436909,-2.75208,-1,3,2.8875313,0.8740098,-1.8644791,0.52347213
44,4508409990742016,-0.0194376,0.0157281,3.64945,1.11575,-0.801409,-1.89213,1,11,2.338228,1.3737373,-1.1247517,5.660303
45,4508478710218752,-0.0194376,0.0157281,3.64945,0.30088,-0.570558,-1.93768,1,12,2.0422215,0.64503115,-1.8197142,5.1976714
46,4508547429695488,-0.0194376,0.0157281,3.64945,-9.79466,0.971265,13.244,1,13,16.500977,9.842699,1.1059306,3.042753
47,4508616149172224,-0.0194376,0.0157281,3.64945,-3.48946,0.163635,4.37688,-1,12,5.6000166,3.4932945,1.0494268,3.094733
48,4508684868648960,-0.0194376,0.0157281,3.64945,-0.258757,-0.0935186,0.318222,-1,13,0.42067343,0.275138,0.9878836,3.4884002
49,4508753588125696,-0.0194376,0.0157281,3.64945,-1.7146,0.453366,2.66314,1,13,3.199642,1.7735257,1.1956546,2.8830936
50,4508822307602432,-0.0194376,0.0157281,3.64945,-1.28444,-0.0645269,2.55918,-1,14,2.8641493,1.2860599,1.439127,3.191788
51,4508891027079168,-0.0194376,0.0157281,3.64945,-0.168248,0.312763,0.213198,1,12,0.41422394,0.35514516,0.56909263,2.064334
52,4508959746555904,-0.0194376,0.0157281,3.64945,-0.880214,0.064096,1.4305,-1,9,1.6808376,0.8825446,1.2599988,3.0689023
53,4509028466032640,-0.0194376,0.0157281,3.64945,-3.86857,-0.211835,-2.64227,1,4,4.6895947,3.8743656,-0.637848,3.1962962
54,4509097185509376,-0.0194376,0.0157281,3.64945,-3.51936,-0.00307883,-1.89194,1,13,3.9956656,3.5193615,-0.51456976,3.1424677
55,4509165904986112,-0.0194376,0.0157281,3.64945,0.326542,-0.320146,2.00987,-1,11,2.0612376,0.45729983,2.1863325,5.5076776
56,4509234624462848,-0.0194376,0.0157281,3.64945,1.00023,-0.44139,0.663923,-1,12,1.279093,1.0932909,0.575049,5.8675995
57,4509303343939584,-0.0194376,0.0157281,3.64945,0.41114,0.219113,3.38772,1,0,3.4196043,0.4658826,2.6818213,0.48965117
58,4509372063416320,-0.0194376,0.0157281,3.64945,0.30577,0.176604,9.00474,-1,13,9.011661,0.35310662,3.932238,0.52376455
59,4509440782893056,-0.0194376,0.0157281,3.64945,-0.0364648,0.38924,-1.32656,1,1,1.3829674,0.3909443,-1.9359654,1.6642058
60,4509509502369792,-0.0194376,0.0157281,3.64945,0.0832176,-0.971704,-1.54516,-1,5,1.8271983,0.9752609,-1.2406625,4.7978215
61,4509578221846528,-0.0194376,0.0157281,3.64945,-0.62842,-0.197893,-4.29657,1,13,4.3467903,0.65884244,-2.5740616,3.446668
62,4509715660800000,-0.0194376,0.0157281,3.64945,-0.206811,0.486713,-12.7471,-1,3,12.758065,0.5288292,-3.8759391,1.9725938
63,4509784380276736,-0.0194376,0.0157281,3.64945,-0.21247,0.0527645,-1.41351,-1,12,1.4303629,0.21892372,-2.5641983,2.8981783
64,4510471575044096,-0.0194376,0.0157281,3.64945,-0.520564,2.97543,1.12846,1,10,3.2245297,3.0206242,0.36539945,1.7439976
65,4510540294520832,-0.0194376,0.0157281,3.64945,-0.414718,0.82792,0.102248,-1,12,0.93161005,0.925982,0.11019798,2.035176
66,4510746452951040,-0.0194376,0.0157281,3.64945,1.08375,-3.03784,-33.7574,-1,14,33.911137,3.2253659,-3.043573,5.0550647
67,4510815172427776,-0.0194376,0.0157281,3.64945,0.260344,-2.18768,-26.1011,1,0,26.193914,2.2031167,-3.167033,4.830837
68,4510883891904512,-0.0194376,0.0157281,3.64945,1.7736,-6.52003,-70.9166,-1,14,71.23778,6.7569556,-3.0463412,4.977986
69,4510952611381248,-0.0194376,0.0157281,3.64945,4.55148,-14.3455,-162.094,-1,12,162.7912,15.050227,-3.072072,5.019619
70,4511021330857984,-0.0194376,0.0157281,3.64945,0.834941,-2.44014,-30.1563,1,13,30.26638,2.5790327,-3.1539512,5.042071
71,4511090050334720,-0.0194376,0.0157281,3.64945,0.382624,-1.58675,-13.3009,1,11,13.400677,1.6322306,-2.7947724,4.949009
72,4511158769811456,-0.0194376,0.0157281,3.64945,0.580548,-0.375393,-5.88056,1,16,5.921059,0.69134355,-2.837354,5.7091913
73,4511227489288192,-0.0194376,0.0157281,3.64945,0.039884,0.284441,-3.59656,-1,9,3.6080108,0.28722364,-3.2222068,1.4314857
74,4511433647718400,-0.0194376,0.0157281,3.64945,0.409963,1.11911,-0.949904,-1,10,1.5240717,1.1918377,-0.73033017,1.2196487
75,4511502367195136,-0.0194376,0.0157281,3.64945,0.22891,1.29816,-1.8131,1,12,2.24164,1.3181878,-1.1236287,1.3962564
76,4511571086671872,-0.0194376,0.0157281,3.64945,0.0904703,1.30877,-0.82177,1,1,1.5480212,1.3118931,-0.5913306,1.5017799
77,4504561716826113,156.989,-67.8024,-240.755,0.254255,0.146725,-0.231689,-1,6,0.3739701,0.2935538,-0.72425634,0.52339464
78,4505386350546945,156.037,-207.434,-1045.57,0.0757257,0.403474,-0.101382,1,1,0.4228522,0.41051877,-0.24451685,1.3852705
79,4506004825837569,-4.58956,35.2134,27.7775,-0.0252223,0.218202,-0.10266,1,9,0.24246104,0.2196549,-0.45183748,1.6858771
80,4506004825841666,-4.58956,35.2134,27.7775,-0.0417381,-0.205418,0.317733,-1,4,0.38064796,0.20961542,1.2034904,4.511932
81,4506210984267777,444.416,485.667,357.76,0.0672388,-0.101678,0.0930944,-1,0,0.153382,0.12189943,0.70406985,5.2966614
