,hit_id,x,y,z,volume_id,layer_id,module_id
0,1,-75.208,-13.5676,-1502.5,7,2,1
1,2,-70.171,-9.45971,-1502.5,7,2,1
2,3,-90.5665,-8.40668,-1502.5,7,2,1
3,4,-83.8908,-1.4615,-1502.5,7,2,1
4,5,-100.806,-0.184689,-1502.5,7,2,1
5,6,-81.1184,-13.0296,-1502.5,7,2,1
6,7,-74.3853,-0.362317,-1502.5,7,2,1
7,8,-58.8908,-0.79798,-1502.5,7,2,1
8,9,-62.9373,-1.7183,-1502.5,7,2,1
9,10,-89.1011,-6.23501,-1502.5,7,2,1
10,11,-154.986,-7.69101,-1502.0,7,2,2
11,12,-159.453,-7.04663,-1502.0,7,2,2
12,13,-109.222,-6.97671,-1502.0,7,2,2
13,14,-109.559,-6.11648,-1502.0,7,2,2
14,15,-138.304,-6.41922,-1502.0,7,2,2
15,16,-110.543,-8.23903,-1502.0,7,2,2
16,17,-116.314,-18.3707,-1498.0,7,2,3
17,18,-148.604,-25.6011,-1498.0,7,2,3
18,19,-142.666,-26.6406,-1498.0,7,2,3
19,20,-110.248,-8.23538,-1498.0,7,2,3
20,21,-155.26,-18.553,-1498.0,7,2,3
21,22,-108.936,-6.99219,-1498.0,7,2,3
22,23,-109.546,-23.7371,-1498.0,7,2,3
23,24,-158.889,-27.0863,-1498.0,7,2,3
24,25,-74.9948,-13.5053,-1498.0,7,2,4
25,26,-48.5407,-9.4168,-1498.0,7,2,4
26,27,-81.5262,-21.0896,-1498.0,7,2,4
27,28,-89.2839,-26.5001,-1498.0,7,2,4
28,29,-56.0355,-18.7517,-1498.0,7,2,4
29,30,-69.9809,-9.42205,-1498.0,7,2,4
30,31,-94.1839,-19.4492,-1498.0,7,2,4
31,32,-69.6485,-17.3125,-1498.0,7,2,4
32,33,-44.9161,-17.4424,-1498.0,7,2,4
33,34,-90.2903,-21.034,-1498.0,7,2,4
34,35,-66.9665,-17.1828,-1498.0,7,2,4
35,36,-56.4078,-13.6709,-1498.0,7,2,4
36,37,-67.5304,-20.352,-1498.0,7,2,4
37,38,-58.0159,-14.7768,-1498.0,7,2,4
38,39,-80.8873,-13.0174,-1498.0,7,2,4
39,40,-88.7363,-17.0804,-1498.0,7,2,4
40,41,-143.062,-26.6879,-1502.0,7,2,5
41,42,-152.524,-39.4431,-1502.0,7,2,5
42,43,-157.339,-36.5692,-1502.0,7,2,5
43,44,-151.62,-38.3334,-1502.0,7,2,5
44,45,-150.335,-40.9315,-1502.0,7,2,5
45,46,-109.832,-23.7521,-1502.0,7,2,5
46,47,-166.456,-35.1181,-1502.0,7,2,5
47,48,-146.938,-29.8598,-1502.0,7,2,5
48,49,-101.811,-32.5494,-1502.0,7,2,5
49,50,-140.245,-30.0832,-1502.0,7,2,5
50,51,-151.104,-43.6293,-1502.0,7,2,5
51,52,-117.217,-28.5708,-1502.0,7,2,5
52,53,-41.0194,-25.2981,-1502.0,7,2,6
53,54,-57.3825,-26.0687,-1502.0,7,2,6
54,55,-65.2708,-29.6609,-1502.0,7,2,6
55,56,-87.1384,-38.0151,-1502.0,7,2,6
56,57,-71.3337,-27.5179,-1502.0,7,2,6
57,58,-50.8922,-23.1638,-1502.0,7,2,6
58,59,-73.4759,-31.1653,-1502.0,7,2,6
59,60,-60.0712,-27.0741,-1502.0,7,2,6
60,61,-68.6693,-37.1841,-1502.0,7,2,6
61,62,-52.4756,-16.6994,-1502.0,7,2,6
62,63,-58.8212,-31.373,-1502.0,7,2,6
63,64,-45.0626,-17.4478,-1502.0,7,2,6
64,65,-49.4045,-24.6041,-1502.0,7,2,6
65,66,-84.3384,-43.4193,-1502.0,7,2,6
66,67,-73.2744,-35.0326,-1502.0,7,2,6
67,68,-49.1948,-25.7079,-1502.0,7,2,6
68,69,-65.5965,-24.4379,-1502.0,7,2,6
69,70,-67.6919,-20.4351,-1502.0,7,2,6
70,71,-135.932,-37.2743,-1498.0,7,2,7
71,72,-101.525,-32.4721,-1498.0,7,2,7
72,73,-128.223,-51.3869,-1498.0,7,2,7
73,74,-143.302,-49.3219,-1498.0,7,2,7
74,75,-109.332,-39.7292,-1498.0,7,2,7
75,76,-102.45,-37.6863,-1498.0,7,2,7
76,77,-150.715,-43.5273,-1498.0,7,2,7
77,78,-102.82,-37.6307,-1502.0,7,2,8
78,79,-156.164,-69.3085,-1502.0,7,2,8
79,80,-115.301,-49.1885,-1502.0,7,2,8
80,81,-136.08,-55.7945,-1502.0,7,2,8
81,82,-128.562,-51.5458,-1502.0,7,2,8
82,83,-114.29,-55.2466,-1502.0,7,2,8
83,84,-109.666,-39.8137,-1502.0,7,2,8
84,85,-57.2432,-25.9599,-1497.5,7,2,9
85,86,-50.7517,-23.0961,-1497.5,7,2,9
86,87,-51.7379,-39.3577,-1497.5,7,2,9
87,88,-67.2367,-46.6857,-1497.5,7,2,9
88,89,-52.5076,-36.4868,-1497.5,7,2,9
89,90,-40.8854,-25.2012,-1497.5,7,2,9
90,91,-59.9025,-27.0031,-1497.5,7,2,9
91,92,-52.2467,-37.5584,-1497.5,7,2,9
92,93,-58.634,-31.269,-1497.5,7,2,9
93,94,-59.6829,-44.4023,-1497.5,7,2,9
94,95,-49.2312,-24.51,-1497.5,7,2,9
95,96,-50.9096,-31.9891,-1497.5,7,2,9
96,97,-62.0354,-36.8718,-1497.5,7,2,9
97,98,-68.0602,-46.3107,-1497.5,7,2,9
98,99,-82.1568,-48.4986,-1497.5,7,2,9
99,100,-49.0621,-25.6379,-1497.5,7,2,9
100,101,-25.9456,-22.0275,-1497.5,7,2,9
101,102,-68.4556,-37.0531,-1497.5,7,2,9
102,103,-69.5938,-45.3153,-1497.5,7,2,9
103,104,-63.282,-36.9907,-1497.5,7,2,9
104,105,-97.2893,-58.3392,-1498.0,7,2,10
105,106,-112.577,-66.9114,-1498.0,7,2,10
106,107,-113.812,-67.7137,-1498.0,7,2,10
107,108,-103.644,-60.1846,-1498.0,7,2,10
108,109,-139.236,-75.1785,-1498.0,7,2,10
109,110,-113.702,-54.6035,-1498.0,7,2,10
110,111,-127.877,-92.0848,-1502.0,7,2,11
111,112,-135.539,-92.7283,-1502.0,7,2,11
112,113,-95.7719,-65.5665,-1502.0,7,2,11
113,114,-92.9893,-64.6991,-1502.0,7,2,11
114,115,-110.326,-73.4839,-1502.0,7,2,11
115,116,-97.5226,-58.5318,-1502.0,7,2,11
116,117,-95.4394,-63.1654,-1502.0,7,2,11
117,118,-101.036,-74.1509,-1502.0,7,2,11
118,119,-47.4421,-46.2071,-1502.5,7,2,12
119,120,-45.7266,-49.0818,-1502.5,7,2,12
120,121,-52.6478,-36.6475,-1502.5,7,2,12
121,122,-74.6112,-62.6391,-1502.5,7,2,12
122,123,-50.5057,-44.3524,-1502.5,7,2,12
123,124,-51.9105,-39.5028,-1502.5,7,2,12
124,125,-39.0302,-40.2062,-1502.5,7,2,12
125,126,-75.1195,-66.5581,-1502.5,7,2,12
126,127,-52.4482,-37.6607,-1502.5,7,2,12
127,128,-41.243,-36.8358,-1502.5,7,2,12
128,129,-54.8164,-51.5848,-1502.5,7,2,12
129,130,-67.451,-46.8578,-1502.5,7,2,12
130,131,-66.9034,-55.7272,-1502.5,7,2,12
131,132,-52.699,-46.0284,-1502.5,7,2,12
132,133,-45.3185,-43.6701,-1502.5,7,2,12
133,134,-69.7381,-57.7537,-1502.5,7,2,12
134,135,-77.1473,-61.4516,-1502.5,7,2,12
135,136,-58.5784,-45.9868,-1502.5,7,2,12
136,137,-41.0436,-25.29,-1502.5,7,2,12
137,138,-116.877,-100.076,-1498.0,7,2,13
138,139,-77.7711,-72.0868,-1498.0,7,2,13
139,140,-130.482,-99.5442,-1498.0,7,2,13
140,141,-100.744,-74.0058,-1498.0,7,2,13
141,142,-127.873,-107.907,-1498.0,7,2,13
142,143,-117.951,-102.397,-1498.0,7,2,13
