,particle_id,vx,vy,vz,px,py,pz,q,nhits,p,pt,eta,phi
0,4503668346847232,0.0106785,0.00177784,6.23805,3.11281,-34.0649,-38.9489,1,11,51.83747,34.206825,-0.97608405,4.803515
1,4503874505277440,0.0106785,0.00177784,6.23805,-1.17876,0.0902347,-5.36021,1,1,5.4890313,1.1822088,-2.2167122,3.065191
2,4504011944230912,0.0106785,0.00177784,6.23805,0.548731,0.107416,-6.61414,1,13,6.6377325,0.55914575,-3.165485,0.19330904
3,4504080663707648,0.0106785,0.00177784,6.23805,-1.65274,1.42427,5.5276,1,5,5.9425964,2.1817641,1.6596184,2.430309
4,4504149383184384,0.0106785,0.00177784,6.23805,0.844287,-0.348854,-0.62392,1,13,1.106253,0.91352046,-0.6386709,5.8913574
5,4504218102661120,0.0106785,0.00177784,6.23805,-0.0118539,-0.193062,-0.370762,-1,10,0.41818404,0.19342557,-1.4058051,4.651067
6,4504286822137856,0.0106785,0.00177784,6.23805,-1.92343,-0.939326,0.653591,1,12,2.2381012,2.140541,0.30078325,3.595885
7,4504355541614592,0.0106785,0.00177784,6.23805,0.685747,-0.231499,3.02557,-1,6,3.1109347,0.7237685,2.1375382,5.957612
8,4504424261091328,0.0106785,0.00177784,6.23805,0.161646,0.527672,-4.91773,-1,11,4.9485993,0.551876,-2.883556,1.273535
9,4504492980568064,0.0106785,0.00177784,6.23805,-0.151152,-0.00739397,-0.121176,-1,5,0.19386908,0.15133274,-0.73323476,3.1904714
10,4504699138998272,0.0106785,0.00177784,6.23805,-2.30404,-0.995558,-20.793,-1,11,20.94394,2.5099275,-2.8111298,3.5494554
11,4504767858475008,0.0106785,0.00177784,6.23805,-1.10181,-0.500725,-11.1249,-1,16,11.1905365,1.2102523,-2.9144478,3.5681467
12,4504974016905216,0.0106785,0.00177784,6.23805,0.373895,-0.497414,-6.12052,1,12,6.1520715,0.62226856,-2.9817548,5.356963
13,4505111455858688,0.0106785,0.00177784,6.23805,-0.126366,-0.78353,-4.68524,-1,0,4.7519846,0.7936546,-2.475771,4.5524883
14,4505180175335424,0.0106785,0.00177784,6.23805,0.833693,13.871,-5.59155,-1,10,14.978822,13.896031,-0.3922485,1.5107652
15,4505248894812160,0.0106785,0.00177784,6.23805,-0.139005,1.1064,0.473715,-1,11,1.2115483,1.1150979,0.41297957,1.6957787
16,4505317614288896,0.0106785,0.00177784,6.23805,-1.07613,2.86314,-0.733977,1,12,3.1455283,3.058697,-0.2377187,1.9303178
17,4505386333765632,0.0106785,0.00177784,6.23805,-1.31827,2.41993,-0.128665,-1,12,2.7587047,2.7557025,-0.046673506,2.0696042
18,4505455053242368,0.0106785,0.00177784,6.23805,-1.4981,0.122808,-0.198685,1,11,1.5161996,1.5031253,-0.13179936,3.0597997
19,4505661211672576,0.0106785,0.00177784,6.23805,-0.788135,-0.045768,0.224202,-1,11,0.82068145,0.78946275,0.28030792,3.199599
20,4505729931149312,0.0106785,0.00177784,6.23805,-0.533238,0.667131,-3.48633,-1,10,3.5894156,0.854053,-2.1144345,2.2451105
21,4505798650626048,0.0106785,0.00177784,6.23805,0.0671762,0.67893,-3.40904,1,11,3.476638,0.68224525,-2.3118098,1.4721731
22,4505867370102784,0.0106785,0.00177784,6.23805,-0.0248864,0.311101,-4.25915,-1,14,4.2705693,0.31209478,-3.3080087,1.6506209
23,4505936089579520,0.0106785,0.00177784,6.23805,-0.162581,1.3195,-27.0237,1,13,27.056383,1.3294784,-3.7056878,1.6933925
24,4506004809056256,0.0106785,0.00177784,6.23805,0.391566,2.37907,8.95254,1,13,9.271531,2.4110782,2.0226681,1.407671
25,4506073528532992,0.0106785,0.00177784,6.23805,-1.05914,-0.324361,8.76538,1,10,8.8350935,1.1076946,2.7656436,3.4387732
26,4506692003823616,0.0106785,0.00177784,6.23805,1.29988,-1.38543,-0.860442,-1,13,2.085537,1.8997642,-0.4387114,5.4659395
27,4506760723300352,0.0106785,0.00177784,6.23805,0.269389,-0.119604,0.0928183,1,12,0.30901584,0.29474658,0.30992344,5.865347
28,4506829442777088,0.0106785,0.00177784,6.23805,0.315215,-0.604738,-0.661778,1,10,0.9502729,0.68195933,-0.8602925,5.192886
29,4506898162253824,0.0106785,0.00177784,6.23805,0.0998413,-1.74125,-1.60749,-1,12,2.3719072,1.7441101,-0.8248859,4.7696652
30,4506966881730560,0.0106785,0.00177784,6.23805,-0.486764,-1.22416,0.395884,-1,14,1.3755839,1.3173864,0.29615876,4.3339267
