,hit_id,x,y,z,volume_id,layer_id,module_id
0,1,-57.3654,1.32825,-1502.5,7,2,1
1,2,-77.141,-0.0274969,-1502.5,7,2,1
2,3,-78.1689,-4.62231,-1502.5,7,2,1
3,4,-92.8321,-0.40979,-1502.5,7,2,1
4,5,-95.9488,-3.0625,-1502.5,7,2,1
5,6,-55.5212,-12.0683,-1502.5,7,2,1
6,7,-68.7143,-11.9531,-1502.5,7,2,1
7,8,-90.9362,0.592056,-1502.5,7,2,1
8,9,-33.5189,-10.6878,-1502.5,7,2,1
9,10,-38.799,3.44147,-1502.5,7,2,1
10,11,-72.7439,-10.0634,-1502.5,7,2,1
11,12,-96.8946,-6.14621,-1502.5,7,2,1
12,13,-54.1299,-11.1062,-1502.5,7,2,1
13,14,-35.2657,1.5629,-1502.5,7,2,1
14,15,-85.8281,1.64608,-1502.5,7,2,1
15,16,-118.852,-0.864942,-1502.0,7,2,2
16,17,-116.886,-6.68032,-1502.0,7,2,2
17,18,-127.654,1.93158,-1502.0,7,2,2
18,19,-154.878,-7.23552,-1502.0,7,2,2
19,20,-114.711,-5.17829,-1502.0,7,2,2
20,21,-126.589,-7.02884,-1502.0,7,2,2
21,22,-152.869,-26.499,-1498.0,7,2,3
22,23,-114.43,-21.1874,-1498.0,7,2,3
23,24,-168.039,-18.6697,-1498.0,7,2,3
24,25,-109.79,-13.6743,-1498.0,7,2,3
25,26,-111.034,-18.9972,-1498.0,7,2,3
26,27,-106.956,-22.972,-1498.0,7,2,3
27,28,-128.708,-22.4723,-1498.0,7,2,3
28,29,-148.991,-16.7194,-1498.0,7,2,3
29,30,-171.687,-18.8251,-1498.0,7,2,3
30,31,-154.622,-28.9647,-1498.0,7,2,3
31,32,-120.32,-24.3817,-1498.0,7,2,3
32,33,-120.58,-20.4803,-1498.0,7,2,3
33,34,-118.86,-24.1781,-1498.0,7,2,3
34,35,-170.225,-20.3881,-1498.0,7,2,3
35,36,-136.613,-24.4837,-1498.0,7,2,3
36,37,-166.085,-17.9427,-1498.0,7,2,3
37,38,-163.721,-29.2772,-1498.0,7,2,3
38,39,-65.556,-14.1188,-1498.0,7,2,4
39,40,-72.5483,-10.0384,-1498.0,7,2,4
40,41,-67.3253,-22.411,-1498.0,7,2,4
41,42,-95.3399,-22.2978,-1498.0,7,2,4
42,43,-54.3911,-16.529,-1498.0,7,2,4
43,44,-68.5185,-11.8991,-1498.0,7,2,4
44,45,-53.9641,-11.0788,-1498.0,7,2,4
45,46,-57.3262,-16.7195,-1498.0,7,2,4
46,47,-75.662,-22.195,-1498.0,7,2,4
47,48,-55.3555,-12.0299,-1498.0,7,2,4
48,49,-87.3644,-20.4344,-1498.0,7,2,4
49,50,-163.063,-32.1113,-1502.0,7,2,5
50,51,-111.338,-19.0724,-1502.0,7,2,5
51,52,-131.054,-37.4752,-1502.0,7,2,5
52,53,-120.648,-24.4468,-1502.0,7,2,5
53,54,-120.927,-20.5573,-1502.0,7,2,5
54,55,-119.173,-24.254,-1502.0,7,2,5
55,56,-137.051,-35.2903,-1502.0,7,2,5
56,57,-110.044,-24.5723,-1502.0,7,2,5
57,58,-136.98,-24.5384,-1502.0,7,2,5
58,59,-114.762,-21.2134,-1502.0,7,2,5
59,60,-129.057,-22.4696,-1502.0,7,2,5
60,61,-145.139,-26.5602,-1502.0,7,2,5
61,62,-142.561,-41.5171,-1502.0,7,2,5
62,63,-155.058,-28.9958,-1502.0,7,2,5
63,64,-152.632,-43.6804,-1502.0,7,2,5
64,65,-159.607,-41.674,-1502.0,7,2,5
65,66,-107.216,-23.0853,-1502.0,7,2,5
66,67,-131.13,-32.4594,-1502.0,7,2,5
67,68,-106.407,-32.9111,-1502.0,7,2,5
68,69,-85.8188,-34.4379,-1502.0,7,2,6
69,70,-53.8241,-24.8112,-1502.0,7,2,6
70,71,-49.2932,-28.4005,-1502.0,7,2,6
71,72,-64.7799,-35.8436,-1502.0,7,2,6
72,73,-63.4255,-32.7931,-1502.0,7,2,6
73,74,-54.5439,-26.8953,-1502.0,7,2,6
74,75,-70.7594,-35.6658,-1502.0,7,2,6
75,76,-71.5853,-27.3515,-1502.0,7,2,6
76,77,-89.9291,-30.8367,-1502.0,7,2,6
77,78,-57.4707,-16.7425,-1502.0,7,2,6
78,79,-40.7042,-22.6364,-1502.0,7,2,6
79,80,-73.9099,-35.2958,-1502.0,7,2,6
80,81,-61.303,-32.1846,-1502.0,7,2,6
81,82,-56.7539,-28.0272,-1502.0,7,2,6
82,83,-54.5416,-16.6117,-1502.0,7,2,6
83,84,-67.5174,-22.4735,-1502.0,7,2,6
