,hit_id,x,y,z,volume_id,layer_id,module_id
0,1,-64.9605,-5.03727,-1502.5,7,2,1
1,2,-71.0613,-5.31679,-1502.5,7,2,1
2,3,-75.8548,-5.84451,-1502.5,7,2,1
3,4,-65.8715,-4.70773,-1502.5,7,2,1
4,5,-66.4604,1.46509,-1502.5,7,2,1
5,6,-56.5224,-10.3416,-1502.5,7,2,1
6,7,-96.5718,-5.06756,-1502.5,7,2,1
7,8,-61.8991,-8.45762,-1502.5,7,2,1
8,9,-92.2513,-2.7715,-1502.5,7,2,1
9,10,-59.6124,1.20157,-1502.5,7,2,1
10,11,-102.214,-0.746955,-1502.5,7,2,1
11,12,-85.7939,1.34784,-1502.5,7,2,1
12,13,-91.5108,-7.87914,-1502.5,7,2,1
13,14,-70.3909,-11.6838,-1502.5,7,2,1
14,15,-90.8639,-1.75953,-1502.5,7,2,1
15,16,-101.195,-3.1243,-1502.5,7,2,1
16,17,-90.3452,-10.3453,-1502.5,7,2,1
17,18,-84.4929,-9.58378,-1502.5,7,2,1
18,19,-60.9358,3.45468,-1502.5,7,2,1
19,20,-66.3589,2.32571,-1502.5,7,2,1
20,21,-60.1103,-7.06297,-1502.5,7,2,1
21,22,-57.2327,-7.28789,-1502.5,7,2,1
22,23,-78.2862,-5.28355,-1502.5,7,2,1
23,24,-78.0494,-2.55657,-1502.5,7,2,1
24,25,-60.3384,-6.78,-1502.5,7,2,1
25,26,-72.1814,-11.8749,-1502.5,7,2,1
26,27,-160.876,-13.9196,-1502.0,7,2,2
27,28,-108.256,-3.52839,-1502.0,7,2,2
28,29,-160.617,-12.2059,-1502.0,7,2,2
29,30,-165.438,-9.02512,-1502.0,7,2,2
30,31,-119.314,-12.799,-1502.0,7,2,2
31,32,-154.98,-5.03787,-1502.0,7,2,2
32,33,-115.942,-4.13402,-1502.0,7,2,2
33,34,-112.721,-9.12305,-1502.0,7,2,2
34,35,-173.576,-9.65165,-1502.0,7,2,2
35,36,-106.735,-3.90856,-1502.0,7,2,2
36,37,-140.959,1.06616,-1502.0,7,2,2
37,38,-159.951,-27.5374,-1498.0,7,2,3
38,39,-124.943,-24.5723,-1498.0,7,2,3
39,40,-118.981,-12.8082,-1498.0,7,2,3
40,41,-153.663,-17.0177,-1498.0,7,2,3
41,42,-126.687,-21.4837,-1498.0,7,2,3
42,43,-153.813,-24.4955,-1498.0,7,2,3
43,44,-134.927,-24.2991,-1498.0,7,2,3
44,45,-103.118,-14.9649,-1498.0,7,2,3
45,46,-134.387,-17.5598,-1498.0,7,2,3
46,47,-54.7073,-20.5129,-1498.0,7,2,4
47,48,-70.1699,-11.6785,-1498.0,7,2,4
