,hit_id,x,y,z,volume_id,layer_id,module_id
0,1,-75.2961,-3.84452,-1502.5,7,2,1
1,2,-69.0231,-10.4226,-1502.5,7,2,1
2,3,-75.278,-12.6201,-1502.5,7,2,1
3,4,-100.168,-13.2249,-1502.5,7,2,1
4,5,-52.6694,-3.91948,-1502.5,7,2,1
5,6,-70.5121,-6.1262,-1502.5,7,2,1
6,7,-92.3852,-11.1077,-1502.5,7,2,1
7,8,-70.521,1.4966,-1502.5,7,2,1
8,9,-75.1692,0.278152,-1502.5,7,2,1
9,10,-86.7413,-3.24063,-1502.5,7,2,1
10,11,-90.2463,-12.4746,-1502.5,7,2,1
11,12,-41.5179,-3.59354,-1502.5,7,2,1
12,13,-65.1229,-8.36026,-1502.5,7,2,1
13,14,-89.6238,-11.0639,-1502.5,7,2,1
14,15,-55.8506,-5.77479,-1502.5,7,2,1
15,16,-57.8471,-9.0415,-1502.5,7,2,1
16,17,-139.853,-10.328,-1502.0,7,2,2
17,18,-121.662,-11.9565,-1502.0,7,2,2
18,19,-130.775,-14.2799,-1502.0,7,2,2
19,20,-106.933,-0.464045,-1502.0,7,2,2
20,21,-132.285,-6.29109,-1502.0,7,2,2
21,22,-154.249,-7.05629,-1502.0,7,2,2
22,23,-128.062,-16.9299,-1498.0,7,2,3
23,24,-130.432,-14.181,-1498.0,7,2,3
24,25,-136.886,-16.3434,-1498.0,7,2,3
25,26,-121.319,-11.9506,-1498.0,7,2,3
26,27,-116.617,-19.1702,-1498.0,7,2,3
27,28,-109.163,-16.0101,-1498.0,7,2,3
28,29,-137.095,-24.2762,-1498.0,7,2,3
29,30,-57.6377,-9.02975,-1498.0,7,2,4
30,31,-85.488,-26.5144,-1498.0,7,2,4
31,32,-89.9247,-19.2775,-1498.0,7,2,4
32,33,-55.709,-5.73856,-1498.0,7,2,4
33,34,-77.5974,-21.7919,-1498.0,7,2,4
34,35,-75.0395,-12.5905,-1498.0,7,2,4
35,36,-79.2526,-16.5844,-1498.0,7,2,4
36,37,-68.8257,-10.3788,-1498.0,7,2,4
37,38,-91.827,-26.1337,-1498.0,7,2,4
38,39,-91.4235,-19.9177,-1498.0,7,2,4
39,40,-67.6046,-18.1151,-1498.0,7,2,4
40,41,-41.8021,-3.58249,-1498.0,7,2,4
41,42,-64.9228,-8.3225,-1498.0,7,2,4
42,43,-63.6571,-18.6508,-1498.0,7,2,4
43,44,-85.7387,-18.9643,-1498.0,7,2,4
44,45,-121.5,-35.6616,-1502.0,7,2,5
45,46,-115.687,-20.6603,-1502.0,7,2,5
46,47,-163.457,-33.3339,-1502.0,7,2,5
47,48,-133.638,-36.9018,-1502.0,7,2,5
48,49,-137.486,-24.3492,-1502.0,7,2,5
49,50,-116.928,-19.2059,-1502.0,7,2,5
50,51,-123.775,-32.5273,-1502.0,7,2,5
51,52,-69.5244,-33.2087,-1502.0,7,2,6
52,53,-63.7806,-18.7068,-1502.0,7,2,6
53,54,-85.7164,-26.6022,-1502.0,7,2,6
54,55,-72.87,-36.5969,-1502.0,7,2,6
55,56,-50.3845,-28.8526,-1502.0,7,2,6
56,57,-69.3878,-34.8388,-1502.0,7,2,6
57,58,-80.4711,-39.8536,-1502.0,7,2,6
58,59,-71.0275,-28.257,-1502.0,7,2,6
59,60,-77.8481,-36.2235,-1502.0,7,2,6
60,61,-79.2867,-41.4737,-1502.0,7,2,6
61,62,-147.286,-50.3937,-1498.0,7,2,7
62,63,-138.309,-54.8728,-1498.0,7,2,7
63,64,-119.879,-39.4149,-1498.0,7,2,7
64,65,-113.035,-44.0818,-1498.0,7,2,7
65,66,-106.403,-35.1616,-1498.0,7,2,7
66,67,-133.278,-36.7866,-1498.0,7,2,7
67,68,-131.608,-56.9635,-1502.0,7,2,8
68,69,-101.601,-50.5184,-1502.0,7,2,8
69,70,-132.001,-65.2527,-1502.0,7,2,8
70,71,-134.419,-56.8648,-1502.0,7,2,8
71,72,-113.339,-44.1682,-1502.0,7,2,8
72,73,-138.673,-55.0264,-1502.0,7,2,8
73,74,-28.6686,-10.9124,-1497.5,7,2,9
74,75,-76.754,-51.2864,-1497.5,7,2,9
75,76,-76.0342,-42.9874,-1497.5,7,2,9
76,77,-58.1295,-42.9227,-1497.5,7,2,9
77,78,-46.8345,-32.0721,-1497.5,7,2,9
78,79,-50.2191,-28.8098,-1497.5,7,2,9
79,80,-43.2753,-34.7582,-1497.5,7,2,9
80,81,-46.8591,-36.6612,-1497.5,7,2,9
81,82,-64.7872,-46.592,-1497.5,7,2,9
82,83,-81.2225,-45.9322,-1497.5,7,2,9
83,84,-69.29,-33.1077,-1497.5,7,2,9
84,85,-79.0232,-41.3592,-1497.5,7,2,9
85,86,-60.7888,-43.9659,-1497.5,7,2,9
86,87,-80.2518,-39.7078,-1497.5,7,2,9
87,88,-69.012,-49.0637,-1497.5,7,2,9
88,89,-56.1556,-33.7965,-1497.5,7,2,9
89,90,-81.845,-45.2581,-1497.5,7,2,9
90,91,-72.648,-36.4556,-1497.5,7,2,9
91,92,-109.518,-54.3827,-1498.0,7,2,10
92,93,-101.311,-50.3916,-1498.0,7,2,10
93,94,-118.12,-68.282,-1498.0,7,2,10
94,95,-111.48,-66.9299,-1498.0,7,2,10
95,96,-100.743,-58.8891,-1498.0,7,2,10
96,97,-131.622,-65.0999,-1498.0,7,2,10
97,98,-123.015,-76.1595,-1498.0,7,2,10
98,99,-139.663,-90.9743,-1502.0,7,2,11
99,100,-89.23,-65.7604,-1502.0,7,2,11
100,101,-110.408,-75.9036,-1502.0,7,2,11
101,102,-101.0,-59.0351,-1502.0,7,2,11
102,103,-111.77,-67.1399,-1502.0,7,2,11
103,104,-123.313,-76.3805,-1502.0,7,2,11
104,105,-120.578,-90.5675,-1502.0,7,2,11
105,106,-104.103,-74.6758,-1502.0,7,2,11
106,107,-50.5397,-44.0527,-1502.5,7,2,12
107,108,-43.4235,-34.8844,-1502.5,7,2,12
108,109,-69.2856,-49.2137,-1502.5,7,2,12
109,110,-65.0226,-46.7563,-1502.5,7,2,12
110,111,-71.045,-71.2317,-1502.5,7,2,12
111,112,-58.3254,-43.009,-1502.5,7,2,12
112,113,-70.4493,-70.197,-1502.5,7,2,12
113,114,-54.5495,-52.8692,-1502.5,7,2,12
114,115,-46.978,-32.1996,-1502.5,7,2,12
115,116,-47.0044,-36.7592,-1502.5,7,2,12
116,117,-41.9694,-37.9822,-1502.5,7,2,12
117,118,-70.549,-67.9149,-1502.5,7,2,12
118,119,-54.5343,-50.0288,-1502.5,7,2,12
119,120,-60.9972,-44.1074,-1502.5,7,2,12
120,121,-59.001,-54.2826,-1502.5,7,2,12
121,122,-45.4473,-38.3225,-1502.5,7,2,12
122,123,-114.212,-99.6136,-1498.0,7,2,13
123,124,-123.085,-109.0,-1498.0,7,2,13
124,125,-88.9658,-65.5899,-1498.0,7,2,13
125,126,-123.12,-110.719,-1498.0,7,2,13
126,127,-89.5501,-82.9078,-1498.0,7,2,13
127,128,-107.986,-85.6731,-1498.0,7,2,13
128,129,-90.5111,-69.2127,-1498.0,7,2,13
129,130,-95.7368,-82.3259,-1498.0,7,2,13
130,131,-106.339,-91.1298,-1498.0,7,2,13
131,132,-120.305,-90.2485,-1498.0,7,2,13
132,133,-57.6151,-77.2746,-1498.0,7,2,14
133,134,-70.821,-71.026,-1498.0,7,2,14
134,135,-38.2572,-56.3032,-1498.0,7,2,14
135,136,-41.8625,-37.8898,-1498.0,7,2,14
136,137,-44.5912,-55.4816,-1498.0,7,2,14
137,138,-49.191,-59.0965,-1498.0,7,2,14
138,139,-57.024,-78.8152,-1498.0,7,2,14
139,140,-49.4392,-52.5002,-1498.0,7,2,14
140,141,-70.2439,-69.9654,-1498.0,7,2,14
141,142,-54.393,-52.7303,-1498.0,7,2,14
142,143,-55.4766,-64.4543,-1498.0,7,2,14
143,144,-79.649,-85.129,-1502.0,7,2,15
144,145,-111.771,-119.655,-1502.0,7,2,15
145,146,-122.955,-115.566,-1502.0,7,2,15
146,147,-75.6228,-77.0017,-1502.0,7,2,15
147,148,-89.8081,-83.126,-1502.0,7,2,15
148,149,-71.915,-80.2942,-1502.0,7,2,15
