,hit_id,x,y,z,volume_id,layer_id,module_id
0,1,-65.896,-3.5561,-1502.5,7,2,1
1,2,-98.4657,-14.1441,-1502.5,7,2,1
2,3,-78.1262,-3.014,-1502.5,7,2,1
3,4,-51.2914,-2.00546,-1502.5,7,2,1
4,5,-84.2326,-7.15587,-1502.5,7,2,1
5,6,-59.3535,-2.08826,-1502.5,7,2,1
6,7,-82.5194,-5.26563,-1502.5,7,2,1
7,8,-87.3524,-11.9655,-1502.5,7,2,1
8,9,-57.3585,-6.64578,-1502.5,7,2,1
9,10,-60.8281,2.3096,-1502.5,7,2,1
10,11,-56.5151,-5.17507,-1502.5,7,2,1
11,12,-81.3639,-11.3437,-1502.5,7,2,1
12,13,-65.497,2.84493,-1502.5,7,2,1
13,14,-60.767,-9.22115,-1502.5,7,2,1
14,15,-78.2384,-3.02283,-1502.5,7,2,1
15,16,-53.5642,1.01037,-1502.5,7,2,1
16,17,-58.8945,-7.92023,-1502.5,7,2,1
17,18,-58.5342,-10.3996,-1502.5,7,2,1
18,19,-91.2807,-4.35021,-1502.5,7,2,1
19,20,-171.848,-11.7741,-1502.0,7,2,2
20,21,-115.404,-5.81097,-1502.0,7,2,2
21,22,-122.239,-5.57635,-1502.0,7,2,2
22,23,-128.54,-5.81761,-1502.0,7,2,2
23,24,-135.652,1.36156,-1502.0,7,2,2
24,25,-136.207,-14.6311,-1502.0,7,2,2
25,26,-165.062,-10.8096,-1502.0,7,2,2
26,27,-119.98,1.09115,-1502.0,7,2,2
27,28,-134.359,-13.7949,-1502.0,7,2,2
28,29,-135.864,-14.5349,-1498.0,7,2,3
29,30,-160.096,-20.1869,-1498.0,7,2,3
30,31,-133.878,-26.1216,-1498.0,7,2,3
31,32,-129.512,-16.4254,-1498.0,7,2,3
32,33,-160.877,-18.5289,-1498.0,7,2,3
33,34,-133.495,-25.6137,-1498.0,7,2,3
34,35,-134.015,-13.7217,-1498.0,7,2,3
35,36,-171.35,-30.6924,-1498.0,7,2,3
36,37,-54.0262,-19.0125,-1498.0,7,2,4
37,38,-59.5364,-13.6507,-1498.0,7,2,4
38,39,-53.6453,-12.6477,-1498.0,7,2,4
39,40,-96.8306,-17.8221,-1498.0,7,2,4
40,41,-74.4261,-26.3269,-1498.0,7,2,4
41,42,-58.7186,-7.90089,-1498.0,7,2,4
42,43,-98.3515,-25.7461,-1498.0,7,2,4
43,44,-58.5644,-20.8733,-1498.0,7,2,4
44,45,-58.3538,-10.3843,-1498.0,7,2,4
45,46,-77.7375,-21.2085,-1498.0,7,2,4
46,47,-81.1038,-11.3211,-1498.0,7,2,4
47,48,-86.5142,-25.3724,-1498.0,7,2,4
48,49,-90.5767,-29.8957,-1498.0,7,2,4
49,50,-60.5755,-9.16942,-1498.0,7,2,4
50,51,-57.573,-6.64885,-1498.0,7,2,4
51,52,-75.7195,-22.6265,-1498.0,7,2,4
