,particle_id,vx,vy,vz,px,py,pz,q,nhits,p,pt,eta,phi
0,4503668346847232,0.00446022,-0.0130565,5.43574,-15.0399,-31.7754,109.128,1,13,114.65075,35.15501,1.8508909,4.2703133
1,4503805785800704,0.00446022,-0.0130565,5.43574,39.322,-93.9169,1.02984,-1,12,101.821724,101.81652,0.010114493,5.1089025
2,4504149383184384,0.00446022,-0.0130565,5.43574,0.892703,3.67841,9.32134,-1,10,10.060566,3.7851841,1.6332455,1.332712
3,4504218102661120,0.00446022,-0.0130565,5.43574,0.806023,2.16805,7.83706,1,2,8.171268,2.3130314,1.9345493,1.2148576
4,4504424261091328,0.00446022,-0.0130565,5.43574,-0.0446009,0.0897764,-1.80597,1,0,1.80875,0.10024491,-3.5851424,2.0318806
5,4504492980568064,0.00446022,-0.0130565,5.43574,-1.41974,4.57735,8.6047,-1,9,9.849298,4.792473,1.3482345,1.8715538
6,4504561700044800,0.00446022,-0.0130565,5.43574,0.161681,0.887995,2.02003,1,11,2.2125092,0.902594,1.5452849,1.390695
7,4504630419521536,0.00446022,-0.0130565,5.43574,0.409255,2.171,7.98151,-1,13,8.28162,2.2092376,1.9962535,1.384473
8,4504699138998272,0.00446022,-0.0130565,5.43574,-0.110307,2.9712,15.735,1,2,16.013445,2.973247,2.3681886,1.6079047
9,4504836577951744,0.00446022,-0.0130565,5.43574,-0.477679,-0.460642,0.0426284,-1,14,0.6649703,0.66360253,0.06419375,3.9088361
10,4504974016905216,0.00446022,-0.0130565,5.43574,-0.220754,-0.331085,-3.68997,1,12,3.7113647,0.39793167,-2.9231346,4.1243224
11,4505042736381952,0.00446022,-0.0130565,5.43574,-0.0112368,-1.25026,-3.6757,1,12,3.882531,1.2503104,-1.7992454,4.7034016
12,4505180175335424,0.00446022,-0.0130565,5.43574,0.213501,-0.518876,-0.0548099,-1,10,0.5637545,0.5610838,-0.097531065,5.1027427
13,4505248894812160,0.00446022,-0.0130565,5.43574,0.0388836,-1.08378,-1.38868,1,13,1.7619658,1.0844773,-1.0665092,4.7482514
14,4505317614288896,0.00446022,-0.0130565,5.43574,-0.864032,-4.86065,1.35471,1,13,5.1193466,4.936848,0.27107576,4.536466
15,4505867370102784,0.00446022,-0.0130565,5.43574,0.114255,0.675518,-0.282764,-1,5,0.7411708,0.68511224,-0.40182552,1.4032452
16,4506004809056256,0.00446022,-0.0130565,5.43574,-0.508026,0.42739,0.359215,-1,10,0.75484306,0.66389203,0.517645,2.4421852
17,4506073528532992,0.00446022,-0.0130565,5.43574,0.351891,-0.243069,0.0578116,1,12,0.43156922,0.42767957,0.13476673,5.6786942
18,4506417125916672,0.00446022,-0.0130565,5.43574,1.72702,6.35223,36.7031,-1,13,37.28875,6.582813,2.4194934,1.3053366
19,4506485845393408,0.00446022,-0.0130565,5.43574,0.711559,2.99223,16.0371,1,10,16.32937,3.0756717,2.3535998,1.3373305
20,4506554564870144,0.00446022,-0.0130565,5.43574,2.25736,8.72953,39.8995,-1,10,40.905632,9.016672,2.192964,1.3177505
21,4506623284346880,0.00446022,-0.0130565,5.43574,2.44179,9.43482,46.3869,-1,11,47.39961,9.745674,2.2641976,1.3175468
22,4506692003823616,0.00446022,-0.0130565,5.43574,0.155588,1.95506,10.6305,1,13,10.809903,1.9612412,2.3916981,1.4913815
23,4506760723300352,0.00446022,-0.0130565,5.43574,0.192358,1.72778,17.6015,1,11,17.687141,1.7384549,3.010571,1.4599204
24,4507104320684032,0.00446022,-0.0130565,5.43574,0.4135,0.172433,2.28851,1,12,2.3319507,0.4480127,2.3334281,0.39508232
25,4507173040160768,0.00446022,-0.0130565,5.43574,0.281921,-0.197701,-0.0815529,-1,9,0.35385877,0.3443329,-0.23468299,5.671612
26,4507241759637504,0.00446022,-0.0130565,5.43574,0.480281,0.57397,-8.27367,1,11,8.30745,0.74840593,-3.0980756,0.87403315
27,4507310479114240,0.00446022,-0.0130565,5.43574,-0.117789,-0.104454,-2.95073,1,14,2.954927,0.15743217,-3.6246552,3.867061
28,4507516637544448,0.00446022,-0.0130565,5.43574,-0.406029,0.584945,-19.3715,-1,0,19.384583,0.71205354,-3.9968753,2.177573
29,4507585357021184,0.00446022,-0.0130565,5.43574,-1.67399,5.14828,9.89146,-1,11,11.275993,5.413597,1.3635511,1.8851686
30,4507654076497920,0.00446022,-0.0130565,5.43574,-0.713138,3.33735,4.79792,1,14,5.887827,3.4126925,1.1414094,1.7813143
31,4507722795974656,0.00446022,-0.0130565,5.43574,-1.50965,6.56977,12.3882,-1,11,14.10349,6.740988,1.3686244,1.7966627
32,4507791515451392,0.00446022,-0.0130565,5.43574,-5.57522,17.2222,31.6796,1,10,36.48677,18.102135,1.3259213,1.8838726
33,4507860234928128,0.00446022,-0.0130565,5.43574,-2.48765,6.10073,11.6788,1,13,13.409015,6.5884223,1.3370682,1.9579767
