,particle_id,vx,vy,vz,px,py,pz,q,nhits,p,pt,eta,phi
0,4503668346847232,0.0120607,-0.0118444,6.1144,-0.0552689,0.323272,-0.203492,-1,5,0.38596427,0.32796255,-0.58630115,1.7401264
1,4503737066323968,0.0120607,-0.0118444,6.1144,-0.948125,0.470892,2.01006,1,11,2.2717881,1.0586219,1.397417,2.6806238
2,4503805785800704,0.0120607,-0.0118444,6.1144,-0.886484,0.105749,0.683881,-1,11,1.1246022,0.89276916,0.70591563,3.0228634
3,4503874505277440,0.0120607,-0.0118444,6.1144,0.257539,-0.676718,0.991616,1,14,1.2278339,0.7240674,1.1201301,5.0760345
4,4503943224754176,0.0120607,-0.0118444,6.1144,16.4394,-15.5489,-39.8249,1,10,45.80442,22.627907,-1.3308437,5.5256186
5,4504011944230912,0.0120607,-0.0118444,6.1144,0.795277,-1.6852,-3.52089,1,12,3.9835951,1.8634281,-1.3930831,5.1533203
6,4504080663707648,0.0120607,-0.0118444,6.1144,-0.563433,0.30537,6.16712,-1,0,6.200329,0.6408647,2.960006,2.6449268
7,4504355541614592,0.0120607,-0.0118444,6.1144,-0.501267,0.0498246,-0.213011,-1,13,0.54692304,0.50373715,-0.411177,3.0425208
8,4504424261091328,0.0120607,-0.0118444,6.1144,-1.65212,0.453142,-0.533958,-1,13,1.7944218,1.713137,-0.30684647,2.8738968
9,4504492980568064,0.0120607,-0.0118444,6.1144,0.0351603,0.13142,-0.207544,1,0,0.24815716,0.13604213,-1.2088726,1.3093774
10,4504561700044800,0.0120607,-0.0118444,6.1144,-0.249551,-0.434369,-0.189168,-1,9,0.535478,0.50095123,-0.36917448,4.1909204
11,4504630419521536,0.0120607,-0.0118444,6.1144,-0.657957,0.258518,-5.33195,1,12,5.3786087,0.7069222,-2.7180667,2.767213
12,4504699138998272,0.0120607,-0.0118444,6.1144,0.0795369,0.451322,-5.25235,1,11,5.2723045,0.45827684,-3.134003,1.3963566
13,4504767858475008,0.0120607,-0.0118444,6.1144,-0.230791,0.827567,-5.75481,-1,10,5.8185883,0.8591458,-2.6005237,1.8427652
14,4504905297428480,0.0120607,-0.0118444,6.1144,0.114234,0.859776,-14.5695,-1,14,14.595293,0.8673317,-3.515306,1.4387051
15,4505248894812160,0.0120607,-0.0118444,6.1144,-0.991648,0.34066,-3.86789,-1,5,4.0074916,1.04853,-2.0163522,2.8106942
16,4505317614288896,0.0120607,-0.0118444,6.1144,0.861441,3.16257,-6.16804,1,10,6.984887,3.2777934,-1.3894737,1.3048615
17,4505386333765632,0.0120607,-0.0118444,6.1144,0.686157,1.74103,-3.14903,1,11,3.6631117,1.8713623,-1.2920399,1.195378
18,4505455053242368,0.0120607,-0.0118444,6.1144,0.937594,0.646454,-1.96131,-1,10,2.2679777,1.1388526,-1.3120121,0.6036318
19,4505523772719104,0.0120607,-0.0118444,6.1144,0.104399,0.321294,-0.946753,1,8,1.0052215,0.33782983,-1.7540544,1.256625
20,4505661211672576,0.0120607,-0.0118444,6.1144,1.86273,1.10933,-4.10677,1,10,4.6439137,2.1680353,-1.3953108,0.5371336
21,4505729931149312,0.0120607,-0.0118444,6.1144,2.67978,1.29403,-6.90452,1,11,7.5185194,2.9758587,-1.5782942,0.44986343
22,4505798650626048,0.0120607,-0.0118444,6.1144,-0.973984,-0.77995,-1.0367,1,12,1.6222558,1.2477847,-0.7565636,3.816811
23,4505867370102784,0.0120607,-0.0118444,6.1144,-0.671545,-0.652121,-0.439373,-1,13,1.0340614,0.936074,-0.45365682,3.9123175
24,4505936089579520,0.0120607,-0.0118444,6.1144,-2.0603,-1.02101,-0.177392,1,13,2.3062449,2.2994125,-0.07707035,3.601685
25,4506004809056256,0.0120607,-0.0118444,6.1144,0.169753,-0.2095,-0.506134,-1,3,0.5734788,0.2696411,-1.3872658,5.393365
26,4506073528532992,0.0120607,-0.0118444,6.1144,0.0749592,0.258644,-0.1962,1,13,0.3331817,0.26928723,-0.67593116,1.2887086
27,4506348406439936,0.0120607,-0.0118444,6.1144,-0.247784,-0.352508,-1.64363,-1,10,1.6991699,0.43088144,-2.0487316,4.0997076
28,4506417125916672,0.0120607,-0.0118444,6.1144,-1.5084,-2.71328,-4.48071,1,10,5.451048,3.1043773,-1.1629243,4.205003
29,4506485845393408,0.0120607,-0.0118444,6.1144,-0.259804,-0.0926568,0.113833,-1,11,0.298398,0.2758322,0.4017911,3.4841716
30,4506554564870144,0.0120607,-0.0118444,6.1144,0.327291,0.54501,0.362463,1,15,0.7318024,0.6357321,0.54306126,1.0299923
31,4506623284346880,0.0120607,-0.0118444,6.1144,-0.225734,-0.449088,-0.0503048,-1,12,0.50514,0.502629,-0.09991703,4.246624
32,4506692003823616,0.0120607,-0.0118444,6.1144,-0.239794,0.769538,-4.44831,-1,1,4.5207467,0.80603343,-2.4094098,1.8728681
33,4506829442777088,0.0120607,-0.0118444,6.1144,0.0856569,-0.682619,-1.682,-1,6,1.817259,0.6879722,-1.626558,4.837219
34,4506898162253824,0.0120607,-0.0118444,6.1144,-0.420512,0.255502,-1.1288,1,13,1.2313818,0.49204835,-1.5679171,2.5956056
35,4506966881730560,0.0120607,-0.0118444,6.1144,-0.23351,0.0502865,0.683415,1,13,0.72395563,0.23886324,1.7735866,2.9294815
36,4507035601207296,0.0120607,-0.0118444,6.1144,0.605914,-0.209601,3.34804,-1,12,3.4088762,0.641143,2.35507,5.9501452
37,4507173040160768,0.0120607,-0.0118444,6.1144,-45.3007,-2.21528,459.528,1,8,461.76083,45.354836,3.0112562,3.1904557
38,4507241759637504,0.0120607,-0.0118444,6.1144,-0.595461,-0.356073,0.531693,1,14,0.8741048,0.6938024,0.706173,3.6805248
39,4507310479114240,0.0120607,-0.0118444,6.1144,-0.69085,0.929709,1.08887,-1,13,1.5897392,1.1582886,0.83835405,2.209855
40,4507379198590976,0.0120607,-0.0118444,6.1144,-0.150397,0.34957,0.544543,-1,16,0.66433847,0.38055018,1.1558326,1.9770921
41,4507447918067712,0.0120607,-0.0118444,6.1144,-0.741775,4.36366,-0.921999,1,12,4.521265,4.4262576,-0.20682447,1.7391759
42,4507516637544448,0.0120607,-0.0118444,6.1144,-0.945493,1.90811,-0.52378,-1,12,2.1929858,2.1295166,-0.24354708,2.0308478
43,4507585357021184,0.0120607,-0.0118444,6.1144,-1.95716,8.23566,-1.72499,1,13,8.63899,8.46502,-0.20239398,1.804113
44,4507654076497920,0.0120607,-0.0118444,6.1144,-0.0347851,0.978504,-0.135103,-1,11,0.98839915,0.9791221,-0.13754967,1.6063306
45,4507722795974656,0.0120607,-0.0118444,6.1144,-1.23622,5.88521,-1.88816,1,12,6.303101,6.0136456,-0.3090367,1.7778416
46,4507791515451392,0.0120607,-0.0118444,6.1144,-1.2516,2.96312,-0.0805277,-1,15,3.2176182,3.2166104,-0.025032341,1.9704565
47,4507860234928128,0.0120607,-0.0118444,6.1144,0.224759,1.06688,-0.372318,1,11,1.1521156,1.0902979,-0.3351719,1.3631631
48,4507928954404864,0.0120607,-0.0118444,6.1144,0.197654,0.203914,0.37477,-1,13,0.47021332,0.28398594,1.0903921,0.8009858
49,4507997673881600,0.0120607,-0.0118444,6.1144,-0.174996,0.610129,0.297019,1,15,0.70078623,0.6347291,0.4523598,1.8501161
50,4508066393358336,0.0120607,-0.0118444,6.1144,3.98007,-1.96987,-1.68429,1,11,4.749545,4.440872,-0.37072003,5.8235993
51,4508135112835072,0.0120607,-0.0118444,6.1144,0.166237,-1.03176,-2.98633,-1,12,3.1639106,1.0450662,-1.7724108,4.872136
52,4508203832311808,0.0120607,-0.0118444,6.1144,0.98832,-5.05053,-11.2315,1,8,12.354401,5.146322,-1.5223668,4.9056334
53,4508272551788544,0.0120607,-0.0118444,6.1144,0.02462,-0.931968,-2.38952,-1,12,2.5649514,0.9322931,-1.6703987,4.7388
54,4508341271265280,0.0120607,-0.0118444,6.1144,-0.0818069,-0.718193,-1.77163,1,11,1.9134176,0.72283715,-1.6288543,4.5989714
55,4508409990742016,0.0120607,-0.0118444,6.1144,-0.439029,0.188916,-0.0999231,1,14,0.48828307,0.4779495,-0.20757242,2.7352378
56,4508478710218752,0.0120607,-0.0118444,6.1144,0.902076,0.683353,0.657254,-1,11,1.3086997,1.1316856,0.55226934,0.6483053
57,4508616149172224,0.0120607,-0.0118444,6.1144,0.578993,1.17409,3.25346,1,11,3.5069535,1.3090914,1.6417503,1.1126502
58,4508684868648960,0.0120607,-0.0118444,6.1144,-0.306685,0.467097,0.678345,-1,11,0.87885565,0.5587802,1.024889,2.151781
59,4508753588125696,0.0120607,-0.0118444,6.1144,-0.281426,0.593895,-0.309893,1,13,0.7265986,0.65720004,-0.45560843,2.013318
60,4509028466032640,0.0120607,-0.0118444,6.1144,1.11688,-1.52653,22.4205,1,10,22.500145,1.8914849,3.1675386,5.34404
61,4509097185509376,0.0120607,-0.0118444,6.1144,-0.720289,-1.18459,20.3438,-1,12,20.390984,1.3863872,3.3803897,4.166072
62,4509165904986112,0.0120607,-0.0118444,6.1144,-1.10286,-0.219909,2.40578,1,11,2.6556427,1.1245711,1.5042456,3.3384104
63,4509234624462848,0.0120607,-0.0118444,6.1144,0.125227,-0.00769881,0.174622,-1,0,0.21502073,0.12546344,1.1332159,6.221784
64,4509303343939584,0.0120607,-0.0118444,6.1144,0.098906,0.474025,2.80064,1,11,2.842194,0.48423353,2.455575,1.3650961
65,4509372063416320,0.0120607,-0.0118444,6.1144,-0.881061,0.431862,-0.116135,-1,12,0.98805904,0.9812101,-0.118084334,2.685847
66,4509440782893056,0.0120607,-0.0118444,6.1144,0.127865,-0.0406034,0.283594,1,0,0.31372544,0.13415699,1.4934417,5.9757075
67,4509509502369792,0.0120607,-0.0118444,6.1144,-0.585698,-0.94372,-0.211051,-1,12,1.1305716,1.1106977,-0.1888913,4.1569405
68,4509578221846528,0.0120607,-0.0118444,6.1144,0.625153,-1.3527,-0.138281,-1,11,1.4965745,1.4901723,-0.09266264,5.145303
69,4509646941323264,0.0120607,-0.0118444,6.1144,1.01482,-0.284517,-0.814236,1,11,1.3318369,1.0539495,-0.71109515,6.009841
70,4509715660800000,0.0120607,-0.0118444,6.1144,0.756196,-0.827012,-0.486448,-1,11,1.2216436,1.1206164,-0.4214977,5.453088
71,4509784380276736,0.0120607,-0.0118444,6.1144,0.427035,-0.540105,-0.933758,-1,14,1.1601622,0.6885291,-1.1122357,5.381404
72,4509853099753472,0.0120607,-0.0118444,6.1144,0.0360513,-0.31739,-0.144074,1,13,0.35041893,0.31943092,-0.4369918,4.825491
73,4509921819230208,0.0120607,-0.0118444,6.1144,1.1429,0.216219,-9.80781,-1,10,9.876543,1.1631728,-2.828672,0.18697476
74,4510059258183680,0.0120607,-0.0118444,6.1144,0.524405,0.0550856,-3.18248,-1,2,3.2258666,0.5272903,-2.4976046,0.104660176
75,4510127977660416,0.0120607,-0.0118444,6.1144,0.570439,0.0878038,-1.22892,1,13,1.3577019,0.57715696,-1.4999938,0.15272461
76,4510265416613888,0.0120607,-0.0118444,6.1144,0.504637,0.507835,-0.525914,1,13,0.88833576,0.7159294,-0.6807729,0.78855675
77,4510334136090624,0.0120607,-0.0118444,6.1144,1.92588,0.984109,1.06157,1,12,2.4092352,2.1627493,0.47300652,0.4724024
78,4510471575044096,0.0120607,-0.0118444,6.1144,-0.324638,0.3137,8.02859,-1,11,8.041272,0.45143938,3.5722694,2.373328
79,4510540294520832,0.0120607,-0.0118444,6.1144,0.665945,0.25311,7.37881,1,0,7.413122,0.7124236,3.0331657,0.36321378
80,4510609013997568,0.0120607,-0.0118444,6.1144,0.112137,-0.0274976,0.99272,-1,0,0.99941176,0.11545919,2.8480427,6.042716
81,4510677733474304,0.0120607,-0.0118444,6.1144,0.700524,0.810293,6.58687,-1,13,6.673393,1.0711249,2.5160604,0.85792613
82,4510815172427776,0.0120607,-0.0118444,6.1144,2.32941,1.05717,46.9073,-1,15,46.976997,2.5580773,3.6028178,0.42603934
83,4511158769811456,0.0120607,-0.0118444,6.1144,1.77792,-0.829854,50.8112,-1,13,50.849068,1.9620544,3.9476516,5.846485
84,4511364928241664,0.0120607,-0.0118444,6.1144,0.497908,0.255626,6.1063,1,11,6.1318965,0.5596937,3.084927,0.4743101
85,4511639806148608,0.0120607,-0.0118444,6.1144,0.482592,0.499941,15.4165,1,13,15.432152,0.69486403,3.7931314,0.80305374
86,4511845964578816,0.0120607,-0.0118444,6.1144,0.155052,0.385961,2.22099,-1,16,2.2596025,0.41594112,2.3769658,1.1887997
87,4511914684055552,0.0120607,-0.0118444,6.1144,0.0282432,-0.22809,0.603529,1,10,0.64580953,0.22983195,1.693021,4.835587
88,4511983403532288,0.0120607,-0.0118444,6.1144,0.195138,0.666127,1.36342,-1,12,1.5299406,0.69412106,1.4275273,1.2858253
89,4512052123009024,0.0120607,-0.0118444,6.1144,-2.59326,-2.85645,-12.3534,-1,12,12.941824,3.8580182,-1.8804617,3.9752479
90,4512120842485760,0.0120607,-0.0118444,6.1144,-2.18712,-2.01265,-9.13411,1,11,9.605531,2.9722471,-1.8413234,3.885472
91,4512189561962496,0.0120607,-0.0118444,6.1144,-2.19214,-2.14759,-7.45299,1,10,8.060067,3.0688143,-1.6203908,3.9167256
92,4512258281439232,0.0120607,-0.0118444,6.1144,-0.260908,-0.688081,-2.14275,-1,11,2.2655919,0.73588616,-1.7901783,4.349957
93,4512395720392704,0.0120607,-0.0118444,6.1144,-0.116846,-0.0242046,0.293943,-1,0,0.31724018,0.11932666,1.6335318,3.3458533
94,4512464439869440,0.0120607,-0.0118444,6.1144,0.208264,-0.303333,-0.255992,-1,11,0.44823733,0.36794674,-0.64916587,5.314055
95,4512533159346176,0.0120607,-0.0118444,6.1144,-0.276712,0.0166861,1.58225,1,8,1.6063509,0.27721465,2.4425445,3.0813642
96,4512601878822912,0.0120607,-0.0118444,6.1144,-1.18593,-0.231733,17.928,-1,12,17.968676,1.2083585,3.391379,3.3345633
97,4513151634636800,0.0120607,-0.0118444,6.1144,-4.8115,-0.876778,1.81047,-1,12,5.2150817,4.8907332,0.36221144,3.3218405
98,4513220354113536,0.0120607,-0.0118444,6.1144,-0.177991,-0.0510821,-0.0402105,1,11,0.18949158,0.18517607,-0.2154761,3.421074
