,particle_id,vx,vy,vz,px,py,pz,q,nhits,p,pt,eta,phi
0,4503668346847232,0.0121583,0.0145993,4.71718,40.7121,30.966,62.9948,1,12,81.14625,51.150448,1.036021,0.6502565
1,4503943224754176,0.0121583,0.0145993,4.71718,1.14111,-8.54193,31.1178,-1,10,32.28907,8.617813,1.995742,4.845192
2,4504011944230912,0.0121583,0.0145993,4.71718,0.949106,-0.822468,3.00881,1,8,3.2603977,1.2558885,1.6078069,5.569149
3,4504080663707648,0.0121583,0.0145993,4.71718,0.488386,-0.652999,3.29731,-1,12,3.396643,0.81543154,2.1052418,5.3545527
4,4504149383184384,0.0121583,0.0145993,4.71718,0.189552,-0.911605,3.15408,1,9,3.2886431,0.93110347,1.934336,4.9174
5,4504218102661120,0.0121583,0.0145993,4.71718,-0.535968,0.345788,5.74083,1,17,5.776154,0.63783306,2.893507,2.5686235
6,4504355541614592,0.0121583,0.0145993,4.71718,0.128602,-0.0537261,1.21582,-1,0,1.2237823,0.13937348,2.8624346,5.8874545
7,4504561700044800,0.0121583,0.0145993,4.71718,-1.79847,0.25455,-10.4511,-1,12,10.607771,1.8163948,-2.4504652,3.0009897
8,4504630419521536,0.0121583,0.0145993,4.71718,-4.42187,-0.9127,-22.8568,1,11,23.298483,4.515081,-2.324588,3.3451402
9,4504699138998272,0.0121583,0.0145993,4.71718,-6.74519,-1.91612,-42.3481,1,11,42.92471,7.0120687,-2.498223,3.4183736
10,4504767858475008,0.0121583,0.0145993,4.71718,-3.16259,-1.55917,-27.5685,-1,16,27.793077,3.5260441,-2.7537124,3.5996282
11,4504836577951744,0.0121583,0.0145993,4.71718,-8.32267,-3.7352,-55.0042,1,12,55.755543,9.12242,-2.4966285,3.563447
12,4504905297428480,0.0121583,0.0145993,4.71718,-0.515333,-0.525903,-5.20578,-1,12,5.257593,0.736303,-2.6539965,3.9371421
13,4505042736381952,0.0121583,0.0145993,4.71718,-0.168798,0.0275242,-1.27226,1,12,1.2837039,0.17102733,-2.7043595,2.9799552
14,4505180175335424,0.0121583,0.0145993,4.71718,1.70006,1.41455,-0.876797,-1,12,2.3790603,2.2115955,-0.3867414,0.69398564
15,4505248894812160,0.0121583,0.0145993,4.71718,0.0676193,-0.204559,-0.229705,1,10,0.31493038,0.21544547,-0.9274087,5.031643
16,4505317614288896,0.0121583,0.0145993,4.71718,-0.130668,0.619555,0.0881302,-1,12,0.63928825,0.63318443,0.13874015,1.7786562
17,4505386333765632,0.0121583,0.0145993,4.71718,-0.200778,0.843986,0.00710622,-1,12,0.86756825,0.8675391,0.008191147,1.8043478
18,4505455053242368,0.0121583,0.0145993,4.71718,-1.04131,1.55289,-3.27647,1,10,3.772406,1.8697041,-1.3270882,2.1614914
19,4505523772719104,0.0121583,0.0145993,4.71718,-0.347704,0.101485,-2.28758,1,12,2.3160784,0.36221164,-2.542379,2.8576095
20,4505592492195840,0.0121583,0.0145993,4.71718,-0.136804,-1.24685,-4.58641,-1,12,4.7548404,1.2543327,-2.0078366,4.6031065
21,4505661211672576,0.0121583,0.0145993,4.71718,0.472293,-0.284394,-1.67567,1,13,1.7640325,0.5513081,-1.8308468,5.7411823
22,4505729931149312,0.0121583,0.0145993,4.71718,-0.761876,-0.120337,-8.07726,-1,13,8.114004,0.77132094,-3.0441265,3.2982469
23,4505798650626048,0.0121583,0.0145993,4.71718,-1.03241,0.159446,-14.6187,-1,13,14.655978,1.04465,-3.333031,2.9883628
24,4506417125916672,0.0121583,0.0145993,4.71718,-0.224954,-2.78254,27.1264,1,13,27.269667,2.7916186,2.9696724,4.6317196
25,4506485845393408,0.0121583,0.0145993,4.71718,-0.291131,-0.654572,5.07225,-1,14,5.122591,0.71639496,2.6554084,4.2938967
26,4506554564870144,0.0121583,0.0145993,4.71718,0.343292,-1.28475,10.5061,1,4,10.589928,1.329824,2.7640383,4.9734945
27,4506692003823616,0.0121583,0.0145993,4.71718,-0.542329,0.184724,1.38491,1,12,1.4987392,0.57292557,1.616056,2.8133054
28,4506898162253824,0.0121583,0.0145993,4.71718,-1.64117,0.918688,4.56873,1,11,4.9407206,1.8808048,1.6205862,2.6312747
29,4506966881730560,0.0121583,0.0145993,4.71718,-0.73274,0.141665,1.42068,1,12,1.6047767,0.7463088,1.3996781,2.950613
30,4507035601207296,0.0121583,0.0145993,4.71718,0.156308,-0.817922,3.52503,-1,5,3.6220524,0.8327236,2.1497579,4.9012165
31,4507104320684032,0.0121583,0.0145993,4.71718,-0.0849949,-0.307197,0.401389,1,13,0.51254976,0.31873834,1.053393,4.442463
32,4507173040160768,0.0121583,0.0145993,4.71718,-0.0252965,-0.437359,0.117513,1,6,0.45357704,0.43808997,0.2651226,4.6546144
33,4507379198590976,0.0121583,0.0145993,4.71718,-0.0836969,-2.21122,0.00198911,1,11,2.2128043,2.2128034,0.00089890935,4.6745563
34,4507447918067712,0.0121583,0.0145993,4.71718,-14.7004,31.6433,-540.591,-1,13,541.7158,34.891262,-3.434617,2.005697
35,4507516637544448,0.0121583,0.0145993,4.71718,-5.00152,9.41123,-173.055,1,14,173.38286,10.657695,-3.4814208,2.0592797
36,4507585357021184,0.0121583,0.0145993,4.71718,-3.7028,7.01544,-114.419,-1,0,114.69365,7.932662,-3.3632407,2.0564415
37,4507654076497920,0.0121583,0.0145993,4.71718,-0.0983118,0.18791,-4.69859,1,13,4.7033734,0.212074,-3.7917516,2.05282
38,4507722795974656,0.0121583,0.0145993,4.71718,-2.65345,7.19918,-122.235,-1,11,122.47557,7.672613,-3.4624145,1.9239237
39,4507791515451392,0.0121583,0.0145993,4.71718,-3.74692,7.54766,-123.311,1,12,123.59858,8.42654,-3.3776379,2.0315876
40,4507860234928128,0.0121583,0.0145993,4.71718,-0.867031,1.4226,-27.9433,-1,13,27.99292,1.6659933,-3.5137892,2.1181495
41,4507928954404864,0.0121583,0.0145993,4.71718,-0.749751,0.976158,-15.4997,-1,9,15.548495,1.2308578,-3.227825,2.225758
42,4508066393358336,0.0121583,0.0145993,4.71718,1.62593,0.3329,-25.7373,-1,13,25.790756,1.6596597,-3.435523,0.20195326
43,4508135112835072,0.0121583,0.0145993,4.71718,0.212379,0.78755,0.258945,-1,12,0.8557992,0.81568366,0.31235367,1.3073916
44,4508203832311808,0.0121583,0.0145993,4.71718,-0.451634,-0.739724,-0.597861,-1,11,1.052902,0.8666976,-0.6443027,4.1642528
45,4508272551788544,0.0121583,0.0145993,4.71718,-0.507145,-0.0589238,0.319221,-1,11,0.6021379,0.5105566,0.5903481,3.2572615
46,4508341271265280,0.0121583,0.0145993,4.71718,-0.190672,-0.291787,0.951146,1,13,1.0130025,0.348562,1.7289987,4.133583
47,4508684868648960,0.0121583,0.0145993,4.71718,0.795771,-4.10334,18.5371,1,14,19.002493,4.179791,2.195135,4.903944
48,4508753588125696,0.0121583,0.0145993,4.71718,0.210246,-2.34395,8.15534,1,2,8.488102,2.3533604,1.956172,4.801847
49,4508822307602432,0.0121583,0.0145993,4.71718,0.459209,-0.913417,4.702,-1,10,4.811861,1.0223519,2.2306452,5.1782246
50,4508959746555904,0.0121583,0.0145993,4.71718,1.80473,-7.38249,32.9534,-1,9,33.81841,7.599882,2.1731477,4.9521475
51,4509097185509376,0.0121583,0.0145993,4.71718,-0.0172342,0.111359,-0.749587,-1,0,0.75800955,0.11268471,-2.5936809,1.7243407
52,4509234624462848,0.0121583,0.0145993,4.71718,0.730516,-0.383775,0.340905,-1,12,0.89283437,0.82518905,0.40219247,5.7994657
53,4509303343939584,0.0121583,0.0145993,4.71718,0.363864,-0.59623,0.571472,1,10,0.9024785,0.69848925,0.7467817,5.2603292
54,4509372063416320,0.0121583,0.0145993,4.71718,1.1348,-1.14062,1.0044,-1,12,1.8967352,1.6089702,0.58950776,5.4952297
55,4509440782893056,0.0121583,0.0145993,4.71718,-0.537188,0.396615,11.4025,1,13,11.422035,0.66773826,3.5316904,2.5056107
56,4509578221846528,0.0121583,0.0145993,4.71718,-0.112956,0.0236017,0.409343,-1,0,0.4252973,0.115395404,1.9786366,2.9356103
57,4509646941323264,0.0121583,0.0145993,4.71718,0.311381,-0.212817,0.319464,1,11,0.49427366,0.3771594,0.7689701,5.6836452
58,4509853099753472,0.0121583,0.0145993,4.71718,-3.62119,-1.65412,-20.9708,-1,12,21.34534,3.9810965,-2.363612,3.5700781
59,4509921819230208,0.0121583,0.0145993,4.71718,-1.02169,-0.283034,-6.09978,1,11,6.1912255,1.0601692,-2.450441,3.411841
60,4509990538706944,0.0121583,0.0145993,4.71718,-0.815411,-0.285227,-8.26951,1,17,8.314508,0.8638573,-2.9547887,3.4780853
61,4510059258183680,0.0121583,0.0145993,4.71718,0.128727,-0.146657,-2.45542,-1,10,2.463162,0.1951382,-3.2270646,5.43277
62,4510334136090624,0.0121583,0.0145993,4.71718,0.298914,-0.0393961,-0.389412,1,11,0.49248686,0.30149895,-1.0733109,6.1521435
63,4510402855567360,0.0121583,0.0145993,4.71718,-0.921576,1.07839,-1.38916,1,10,1.9854453,1.41853,-0.8666573,2.2779462
64,4510471575044096,0.0121583,0.0145993,4.71718,-1.00223,0.698569,-2.93904,-1,13,3.182832,1.2216643,-1.6116537,2.5328732
65,4510609013997568,0.0121583,0.0145993,4.71718,0.0668013,-0.141113,-1.16893,1,5,1.1793103,0.15612589,-2.7107565,5.154522
66,4511158769811456,0.0121583,0.0145993,4.71718,-0.940339,-8.83296,83.6135,-1,12,84.08402,8.882873,2.938042,4.606331
67,4511227489288192,0.0121583,0.0145993,4.71718,-0.158465,-4.32313,37.7966,1,16,38.043365,4.3260336,2.863972,4.6757503
68,4511296208764928,0.0121583,0.0145993,4.71718,-0.697448,-4.01354,36.6135,1,1,36.839424,4.073688,2.8920963,4.5403337
