,particle_id,vx,vy,vz,px,py,pz,q,nhits,p,pt,eta,phi
0,4503668346847232,-0.0081034,-0.00354432,-0.775156,45.8635,-49.7212,309.42,-1,12,316.72763,67.64361,2.2253344,5.4574504
1,4503874505277440,-0.0081034,-0.00354432,-0.775156,-0.428287,0.199979,1.10749,-1,14,1.2041409,0.47267467,1.5873014,2.7047513
2,4503943224754176,-0.0081034,-0.00354432,-0.775156,1.14502,-1.35713,6.14076,1,11,6.392324,1.7756331,1.9542147,5.4132185
3,4504011944230912,-0.0081034,-0.00354432,-0.775156,-0.0282979,-0.658477,6.17981,-1,13,6.2148566,0.65908474,2.934174,4.6694407
4,4504080663707648,-0.0081034,-0.00354432,-0.775156,2.03853,0.55627,11.515,1,13,11.707274,2.1130643,2.396973,0.26639232
5,4504218102661120,-0.0081034,-0.00354432,-0.775156,0.654246,0.393625,-0.387404,1,13,0.8561894,0.76353025,-0.4878076,0.5416295
6,4504355541614592,-0.0081034,-0.00354432,-0.775156,0.548663,-0.605258,3.35732,-1,12,3.4552808,0.8169262,2.1209815,5.448781
7,4504424261091328,-0.0081034,-0.00354432,-0.775156,0.743207,0.547113,10.7364,1,12,10.7759905,0.9228701,3.1488955,0.63457906
8,4504492980568064,-0.0081034,-0.00354432,-0.775156,-0.574022,0.190324,0.735882,-1,10,0.95249504,0.6047516,1.0267053,2.821437
9,4504561700044800,-0.0081034,-0.00354432,-0.775156,-0.305869,-0.163943,7.01668,-1,13,7.0252566,0.3470348,3.700359,3.633617
10,4504699138998272,-0.0081034,-0.00354432,-0.775156,-0.126351,-2.27201,60.9152,-1,13,60.957684,2.2755206,3.9807928,4.6568346
11,4504767858475008,-0.0081034,-0.00354432,-0.775156,0.0311939,-2.63294,41.5097,1,14,41.593132,2.6331248,3.4519093,4.724236
12,4504836577951744,-0.0081034,-0.00354432,-0.775156,-0.341874,-0.251427,5.0338,1,11,5.0516567,0.42437407,3.1682394,3.7757087
13,4504905297428480,-0.0081034,-0.00354432,-0.775156,-0.034246,-1.19685,17.1444,-1,14,17.18616,1.1973398,3.35593,4.6837835
14,4504974016905216,-0.0081034,-0.00354432,-0.775156,0.423272,1.01269,-6.70418,-1,15,6.7934327,1.0975883,-2.509397,1.1748968
15,4505042736381952,-0.0081034,-0.00354432,-0.775156,-0.0409125,0.363965,-8.90239,-1,11,8.909921,0.36625722,-3.8842993,1.6827343
16,4505180175335424,-0.0081034,-0.00354432,-0.775156,-0.267618,-0.173476,-0.986346,-1,9,1.0366251,0.31892526,-1.8473659,3.7167175
17,4505248894812160,-0.0081034,-0.00354432,-0.775156,-0.651798,0.0594327,-1.36266,1,12,1.5116929,0.65450203,-1.479708,3.0506613
18,4505317614288896,-0.0081034,-0.00354432,-0.775156,-0.504638,-0.143365,0.0248085,1,13,0.5251938,0.52460754,0.04727203,3.4183946
